Test Name,Link,Remote Testing,Adaptive/IRT,Test Types,Duration,Description
Claims/Operations Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/claimsoperations-supervisor-solution/,Yes,Yes,"P, S, A, B",48 min,"The Claims/Operations Supervisor solution is for entry-level management positions that involve supervising hourly employees.  Sample tasks for this job include, but are not limited to: planning and preapring work schedules; assigning employees to specific dutites; coaching employees on attendance, conduct, schedule adherence, and work tasks; developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; making day-to-day decisions with minimal guidance from others.  Potential job titles that use this solution are: Team Leader, Coach, First Line Supervisor, Claims Supervisor, Operations Supervisor, and Customer Service Supervisor.  Multiple configurations of this solution are available."
Contact Center Customer Service + 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-customer-service-8-0/,Yes,No,"A, B, C, P, S",41 min,"The Contact Center + 8.0 - Customer Service Job Focused Assessment is designed to measure the skills, competencies, and behaviors needed for success in contact center roles where the main focus is customer service. This JFA includes a mobile-optimized contact center simulation, a behavioral assessment, and a cognitive test. Together, these assessments capture the ability to provide exceptional customer service in entry-level contact center roles."
Contact Center Customer Service 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-customer-service-8-0-4269/,Yes,No,"S, B, C, P",31 min,The Customer Service 8.0 JFA is designed for entry-level positions in a contact center environment where the main focus is customer service.
Contact Center Manager - Short Form,https://www.shl.com/solutions/products/product-catalog/view/contact-center-manager-short-form/,Yes,Yes,"A, B, P, S",50 min,"The Contact Center - Manager solution is for mid to upper-level contact center managerial positions. Sample
tasks for these jobs include, but are not limited to: supervising and coordinating the activities of subordinates;
interacting day-to-day with subordinates; and training employees. Potential job titles that use this solution are:
Contact Center Team Leader, First Line Supervisor, and Contact Center Manager."
Contact Center Sales & Service + 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0/,Yes,No,"P, B, C, A, S",41 min,"The Contact Center + 8.0 - Sales & Service Job Focused Assessment is designed to measure the skills, competencies, and behaviors needed for success in contact center roles that involve sales-related behaviors such as recommending products or services and retaining customers. This JFA includes a mobile-optimized contact center simulation, a behavioral assessment, and a cognitive test. Together, these assessments capture the ability to provide exceptional customer service and drive sales in entry-level contact center roles."
Contact Center Sales & Service 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,Yes,No,"S, B, C, P",31 min,The Sales & Service 8.0 JFA is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers.
Contact Center Team Lead/Coach - Short Form,https://www.shl.com/solutions/products/product-catalog/view/contact-center-team-leadcoach-short-form/,Yes,Yes,"A, B, P, S",45 min,"The Contact Center - Team Lead/Coach solution is for job candidates applying to entry-level leadership
positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited
to: planning and preparing work schedules; assigning employees to specific duties; coaching employees on
attendance, conduct, schedule adherence, and work tasks; developing employees' skills; training subordinates
or less tenured peers; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal
guidance from others. Potential job titles that use this solution are: Team Leader, Coach, First Line Supervisor,
Processing Supervisor, Call Center Supervisor, and Customer Service Supervisor."
Contact Centre Agent Solution - UK,https://www.shl.com/solutions/products/product-catalog/view/contact-centre-agent-solution-uk/,Yes,No,"A, B, P, S",39 min,"This solution is used for job candidates applying to entry-level positions in a contact centre environment where the main focus of the job is customer service. The candidate answers multiple choice questions as well as questions in a customer call simulation environment. The solution measures: working with information, customer focus, contact centre retention, navigation, service orientation, and tactful problem solving. In addition, the solution measures data entry speed and accuracy, multi-tasking preferences, achievement orientation and conscientiousness."
Customer Service - Short Form,https://www.shl.com/solutions/products/product-catalog/view/customer-service-short-form/,Yes,Yes,"A, B, P",42 min,"The Customer Service Representative Solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone. Sample tasks for this job include, but are not limited to: taking orders; solving product or service issues; responding positively to difficult customers; referring unresolved issues to the appropriate individuals; providing information on products and/or services. Potential job titles that use this solution are: Account Service Representative, Account Representative, Customer Service Representative, and Customer Service Agent."
Customer Service - Short Form - UK,https://www.shl.com/solutions/products/product-catalog/view/customer-service-short-form-uk/,Yes,Yes,"A, B, P",42 min,"The Customer Service Representative solution is for entry-level positions that involve
a high degree of interaction with customers in person or on the phone. Sample tasks
for this job include, but are not limited to: taking orders; solving product or service
issues; responding positively to difficult customers; referring unresolved issues to the
appropriate individuals; providing information on products and/or services. Potential
job titles that use this solution are: Account Service Representative, Account
Representative, Customer Service Representative, and Customer Service Agent."
